"RegionName","City","State","Metro","CountyName","SizeRank","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09"
"Spuyten Duyvil","New York","NY","New York-Newark-Jersey City","Bronx",198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2370,2275,2300,2300,2200,2300,2400,2300,2225,2200,2200,2172.5,2200,2300,2350,2395,2395,2400,2225,2262.5,2400
"Capitol Hill","Denver","CO","Denver-Aurora-Lakewood","Denver",199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995,995,997.5,1005,1050,1040,1050,1062.5,1050,1075,1125,1205,1185,1235,1215,1150,1100,1107.5,1150,1150,1150,1150,1145,1100
"Tudor City","New York","NY","New York-Newark-Jersey City","New York",200,,,,,,,,,,,,,,,,,,2995,2900,3144,2900,2800,2850,2850,2850,3070,2995,2995,3000,3000,3000,2995,2999,2967,2850,2925,2895,2900,2999,3000,3000,3000,3000,2995,2900,2900,2900,2900,2900,2999,3000,3095,3100,3075,3000,3172.5,3197.5,3150,3275,3300,3195,3200,3300,3200,3295,3100,2999,3100,3050,3000,3000,3050,3095,3100,3240,3195,3021,3096,3050,2825,2897.5,2550,2768,2925.5,3000,3225,3230,3203,3100,3000,3139.5,3172.5,3100,2995,3050,3195,3312.5,3423,3446,3500,3415,3369
"Battery Park","New York","NY","New York-Newark-Jersey City","New York",201,,,,,,,,,,,,,3720,3745,3750,4150,3795,3837.5,3810,3595,3797.5,3795,3995,3700,4095,3797.5,4250,4150,4112.5,4175,4400,4600,4295,3962.5,3750,3772.5,3700,3850,3950,3915,3850,3925,3849,3787.5,3800,3850,3780,3750,3792.5,3975,4149.5,4322.5,4350,4500,4350,4275,4000,4200,4480,4525,4572.5,4550,4605,4525,4500,4550,4525,4525,4449.5,4500,4611,4500,4445,4500,4475,4285,4572.5,4525,4350,4500,4239.5,4487.5,4350,4325,4650,5002.5,4550,4725,4725,4555,4550,3997.5,3995,4305,4476,4342.5,4507.5,4797.5,4550,4470,4572.5,4595
"Kenmore","Boston","MA","Boston-Cambridge-Newton","Suffolk",202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,1800,1850,1825,1825,1825,1850,1850,1850,1850,1910,2099.5,2099,2000,2000,1925,1925,1900,1900,1900,1950,2000,1975,2100,2150,2050,2000,1950,1950,1950,1965,1970,1950,2025,2095,2185,2100,2095,2060,2037.5,1975,2045,1925,1962.5,1962.5,1975,2037.5,2300,2300,2100,2100,2000,2000,2000,2000,2000,2100,2075,2185,2350,2200,2195,2200,2225,2100,2150,2112.5,2150
"Windsor Terrace","New York","NY","New York-Newark-Jersey City","Kings",203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2500,2700,2598,2600,2664,2400,2475,2613,2595,2600,2575,2681,2650,2575,2521.5,2510,2625,2500,2500,2375,2500,2500,2498.5,2250,2475,2599,2462.5,2385,2450,2635,2750,2686,2600,2600,2500,2400,2287.5,2350,2475,2487,2595,2500,2500,2550,2700,2722.5
"Goose Island","Chicago","IL","Chicago-Naperville-Elgin","Cook",204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2204,2157,2250,2193.5,2222,2128,2156,2150,2284,2369,2189,2132,2072,2100,2200,2197,2100,2276,2313.5,2406.5,2396,2181,2276
"Fair Haven","New Haven","CT","New Haven-Milford","New Haven",205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,1175,1100,1072.5,1050,1100,1100,1100,1100,1052.5,1100,1100
"Park Manor","Chicago","IL","Chicago-Naperville-Elgin","Cook",206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965,950,1000,1022,1130,1125,1100,1072.5,1050,1050,1050,1050,1100,1100,1100,1100,1100,1100,1100,1047,1044
"Hillcrest","San Diego","CA","San Diego-Carlsbad","San Diego",207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595,1695,1772.5,1695,1845,1650,1650,1745,1795,1720,1645,1850,1750,1750,1772.5,1822.5
"Mission Hill","Boston","MA","Boston-Cambridge-Newton","Suffolk",208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3650,3600,3400,3325,3300,3300,3400,3400,3400,3400,3600,3700,3800,3600,3400,3400,3400,3400,3400,3350,3200
"Union Square","Somerville","MA","Boston-Cambridge-Newton","Middlesex",209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2650,2550,2400,2400,2550,2400,2300,2300,2500,2400,2325,2375,2500,2500,2549,2400,2400,2300,2300,2200,2250,2245,2222.5,2500,2500,2700,2625,2700,2500,2402.5,2400,2350,2250,2300,2300,2500,2555,2600,2600,2550,2700,2875,2625,2405,2450,2300,2375,2400,2700,2800,2772.5,2850,2750,2800,2600,2525,2500,2500,2700,2800,3000,3000,2995,3000,2800,2700
"Northwest","Portland","OR","Portland-Vancouver-Hillsboro","Multnomah",210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1310,1285,1485,1494,1483,1486.5,1506,1350,1335,1295,1285,1325,1337.5,1250,1272.5,1195,1295,1275,1275,1500
"North Park","Buffalo","NY","Buffalo-Cheektowaga-Niagara Falls","Erie",211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1097.5,1100,1100,1025,1025,1150,1025,1075,1100,1175,1150,1100,1200,1145,1100,1100
"Gold Coast","Chicago","IL","Chicago-Naperville-Elgin","Cook",212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605,1616,1598,1600,1626.5,1631,1575,1597,1590,1600,1633,1633,1647,1676,1700,1700,1687,1701,1651,1701,1676,1715,1684,1596.5,1600,1620,1625,1676,1699,1654,1695,1676,1686,1650,1500,1495,1495,1611,1574,1519,1683.5,1597,1694.5,1600,1675,1585,1650,1597,1750,1650,1750,1695,1690,1700,1654,1700,1650,1650,1675,1640,1632.5,1650,1750,1730,1700
"Irving Park","Chicago","IL","Chicago-Naperville-Elgin","Cook",213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1295,1350,1410,1375,1400,1400,1450,1400,1395,1400,1395,1362.5,1300,1350,1350,1350,1350,1350,1395,1297.5
"Alamitos Beach","Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1597.5,1395,1595,1625,1595,1595,1495,1495,1612.5,1650,1497.5,1595,1695,1695,1595,1650,1695,1697.5
"Sandy Hill","Paterson","NJ","New York-Newark-Jersey City","Passaic",215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1600,1600,1525,1525,1550,1550,1500,1500,1487.5,1525,1550,1475,1475,1475,1475,1475,1400,1300,1325
"Mid-City","New Orleans","LA","New Orleans-Metairie","Orleans",216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1250,1275,1250,1250,1385,1200,1250,1197.5,1050,1200,1400,1412.5,1250,1400,1350,1450,1340,1400
"Lincoln Park","Chicago","IL","Chicago-Naperville-Elgin","Cook",217,,,,,,,,,,,,,1500,1400,1425,1447.5,1497.5,1532.5,1532.5,1600,1550,1550,1585,1622.5,1600,1800,1900,1832.5,1760,1725,1900,1597.5,1497.5,1600,1670,1700,1560,1750,1765,1715,1597.5,1610,1555,1555,1620,1660,1697.5,1700,1815,1725,2000,2093,1795,1930,1900,1925,1795,1850,1845,1600,1645,1700,1725,1800,1550,1542.5,1550,1550,1575,1500,1585,1675,1675,1550,1550,1700,1550,1550,1390,1450,1500,1600,1750,1695,1595,1535,1550,1550,1550,1600,1695,1650,1650,1600,1540,1550,1625,1730,1795,1695,1575,1415
"West Garfield Park","Chicago","IL","Chicago-Naperville-Elgin","Cook",218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1250,1150,1250,1300,1250,1250,1250,1280,1250,1250,1250,1266.5,1250
"Downtown","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade",219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2300,2400,2450,2500,2300,2300,2500,2450,2550,2550,2550,2550,2582.5,2500,2500,2470,2500,2575,2470,2300,2300,2350,2300,2400,2500,2500,2500,2500,2500,2450,2500,2500,2500,2600,2600,2350,2500,2500,2500,2500,2500,2500,2450,2490,2350,2350,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2450,2400,2400,2500,2500,2468.5,2493.5,2500
"Jamaica Estates","New York","NY","New York-Newark-Jersey City","Queens",220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1862.5,1795,1797.5,1747.5,1772.5,1800,1797.5,1800,1795,1795,2000,2000,2000,1900
"Woodlawn","Chicago","IL","Chicago-Naperville-Elgin","Cook",221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,1250,1200,1207,1200,1203.5,1200,1207,1286,1207,1250,1228.5,1250,1250,1277.5,1274,1297.5,1253,1251.5,1250,1253
"Carroll Gardens","New York","NY","New York-Newark-Jersey City","Kings",222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,2700,3000,3000,3000,2950,2950,3000,3000,3100,2950,3000,2800,2800,2700,2750,2700,2800,2800,2800,2800,2800,2800,2700,2925,2900,3200,3000,2950,3100,3200,3000,3100,3100,2970,2950,3072.5,3137.5,3000,2900,2950,2972.5,2900,3150,2900,2697.5,2787.5,2750,2769,2900,2900,2800,2800,2899,2800,2949.5,2850,2850,2887.5,2997,2900,2900,3300,3000,2900,2999,2775
"Dupont Circle","Washington","DC","Washington-Arlington-Alexandria","District of Columbia",223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850,2850,2650,2700,2660,2700,2905,2970,2970,3235,2999,3090,3200,2875,2715,2730,2880,2880,2880,2820,2890,2850,2730,2880,2985,3000,3150,3000,3003,3036.5,3125,3069.5,3235,2950,3090,2910,2905,2890,2900,2880,2900,3030,3120,3120,3090,3180,3240,3240,3240,3240,2940,3150,3240,3240,3240,3240,3045,3000,3240
"Hunters Point","New York","NY","New York-Newark-Jersey City","Queens",224,,,,,,,,,,,,,,,,2600,2687.5,2750,2642.5,2720,2550,2625,2730,2626.5,2700,2850,2850,2890,2825,2795,2825,2900,2800,2785,2875,2900,2825,2921.5,2920,2880,2850,2810,2795,2795,2792.5,2800,2800,2795,2795,2800,2800,2740,2656,2772.5,2850,2930,2962.5,2930,3025,3000,2995,2995,2980,3050,3095,3000,2995,2900,2900,2850,2956,2960,2960,2995,2995,2976,3093,2995,2995,2995,2930,3105,3085,3000,3100,3077.5,3093,3143.5,3134,3127,3000,2914,2900,2928,2936,2972,2995,3133,3230,3206,3249,3320
"University Heights","San Diego","CA","San Diego-Carlsbad","San Diego",225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662.5,1662.5,1545,1595,1700,1595,1725,1700,1700,1695,1512.5,1585
"North Cambridge","Cambridge","MA","Boston-Cambridge-Newton","Middlesex",226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150,2100,2200,2300,2300,2400,2400,2222.5,2400,2400,2400,2525,2700,2615,2700,2800,2625,2500,2500,2425,2600,2597.5,2595,2650,2700,2600,2586.5,2650,2700,2600,2600,2450,2600,2500,2500,2550,2600,2600,2700,2575,2850,2700,2650,2394.5,2700,3000,2750,2950,2950,3000,3000,3000,2950,2705,2800,2750,2500,2500,2700,3000,3000,3137,3000,2798,2700
"Washington Square","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia",227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1355,1300,1347.5,1300,1517.5,1460,1525,1700,1700,1650,1700,1595,1650,1360,1255,1400,1432.5,1397.5,1385
"Central City","New Orleans","LA","New Orleans-Metairie","Orleans",228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1107.5,1100,1095,1037.5,1050,1200,1050,1232.5,1200,1300,1287.5,1325,1400,1200
"Mid-Cambridge","Cambridge","MA","Boston-Cambridge-Newton","Middlesex",229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2500,2200,2100,2100,1975,2122.5,2120,2200,2250,2300,2400,2380,2250,2250,2395,2400,2400,2400,2400,2375,2350,2300,2200,2150,2200,2200,2287.5,2400,2300,2300,2375,2400,2400,2200,2200,2375,2250,2300,2375,2500,2495,2400,2472.5,2600,2250,2400,2400,2385,2375,2400,2400,2450,2500,2495,2500,2495,2450,2325,2250,2300,2500,2600,2700,2600,2600,2650,2650,2600
"Marina","San Francisco","CA","San Francisco-Oakland-Hayward","San Francisco",230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3295,3435,3100,2995,3200,3295,3495,3272.5,3295,3200,3200,3110,3300,3397.5,3500,3600,3600,3300,3600,3650,3550
"Riverside","Cambridge","MA","Boston-Cambridge-Newton","Middlesex",231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2245,2290,2285,2250,2300,2300,2200,2395,2300,2300,2300,2300,2300,2500,2600,2600,2800,2600,2500,2500,2500,2600,2400,2500,2500,2525,2625,2600,2600,2500,2550,2400,2400,2400,2400,2287.5,2400,2700,2550,2700,2750,2700,2750,2750,2700,2650,2800,2650,2600,2900,3137.5,3300,3250,2950,2900,3000,2895,2800,2800,2800,2872.5,2800,3300,3387.5,3300,3000,3200,2850,2850
"Cambridgeport","Cambridge","MA","Boston-Cambridge-Newton","Middlesex",232,,,,,,,,,,,,,,,,,,,,,,,2889.5,3011,3103,2919.5,3000,2904.5,2955.5,3034,2925,2770,3022,3200,3258,3200,3000,2900,2835,2958,3000,3000,2800,2775,2858,2778,2750.5,2775,2800,2900,2800,2850,2850,2600,2600,2635,2678.5,2678.5,2750,2700,2700,2850,2950,2875,2800,2750,2800,2700,2700,2700,2700,2725,2800,3100,2900,3100,2850,2750,2500,2600,2722,2786,2740,2900,3200,3000,3000,3100,3000,2950,2950,2942.5,3000,2925,2900,3000,3050,3222.5,3221,3404,3300,3200
"Bay Terrace","New York","NY","New York-Newark-Jersey City","Queens",233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2400,2400,2400,2400,2549.5,2575,2500,2500,2500,2550,2500,2500,2500,2400,2400,2400,2400,2500,2500,2450
"North Riverdale","New York","NY","New York-Newark-Jersey City","Bronx",234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1750,1800,1800,1800,1737.5,1850,1800,1700,1712.5,1600,1675,1700,1650,1900,2100,2062,2106,2075,2000,1980
"Boerum Hill","New York","NY","New York-Newark-Jersey City","Kings",235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2897.5,2900,3000,3000,3000,3000,3000,3275,3200,3200,3100,3100,3000,3000,2895,2895,3000,3000,3000,3112.5,3100,3135,3300,3095,3200,3200,3175,3200,3200,3200,3280,3395,3250,3200,3000,3000,3000,2975,2900,3000,3187.5,3100,3200,3100,3272.5,3205,3100,3125,3275,3242.5,2950,2862.5,2900,2800,2800,2950,2950,3100,3200,3325,3200,3100,3300,3116,3100,3025,3012.5,3400,3300,3300,3400,3438
"Wicker Park","Chicago","IL","Chicago-Naperville-Elgin","Cook",236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2162.5,2250,2195,2275,2550,2500,2500,2300,2200,2200,2200,2200,2425,2300,2250,2500,2395,2475,2525,2337.5,2300
"The Loop","Chicago","IL","Chicago-Naperville-Elgin","Cook",237,,,,,,,,,,,1600,1717,1731,1699.5,1807,1810,1835,1927,1926,1870,1912.5,1884,1859.5,1928,2034.5,1930,1948,1960,1943.5,1955,1932.5,1945,1945,1975,2050,2030,2000,1940,1950,1950,1912.5,1914,1924.5,1925,1980.5,1995,1995,2095,2100,2020,2012,2097,2233.5,2300,2125,2125,2000,1970,2204.5,2242.5,2247,2260.5,2296,2353,2374,2504,2513,2513,2394.5,2396,2338,2200,2155,2200,2331.5,2218,2422,2002,2012,2012,2012,2027.5,2020,2040,2090,2121,2150,2155,2244,2198,2159,2099.5,2020,2073,2070,2177,2403.5,2385,2473,2385,2245,2200
"Peabody","Cambridge","MA","Boston-Cambridge-Newton","Middlesex",238,,,,,,,,,,,,,,,,,,,,,,,1750,1922.5,1875,2050,2025,2000,2140,2222.5,2250,2500,2400,2200,2327.5,2200,2325,2247.5,2200,2195,2200,2200,2200,2200,2200,2200,2192.5,2200,2202.5,2347.5,2350,2335,2500,2460,2392.5,2310,2200,2272.5,2375,2300,2500,2397.5,2355,2352.5,2465,2450,2400,2400,2400,2400,2650,2650,2600,2625,2400,2500,2475,2500,2450,2400,2400,2400,2335,2450,2450,2500,2500,2600,2600,2600,2600,2600,2600,2600,2615,2415,2499,2700,2700,2875,2700,2625
"Central College Station","College Station","TX","College Station-Bryan","Brazos",239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.5,850,850,850,800,800,785,800,775,795,795,800,850,995,950,980,935,850,800,800
"Park West","Chicago","IL","Chicago-Naperville-Elgin","Cook",240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725,1700,1662.5,1675,1675,1695,1650,1595,1475,1525,1485,1435,1520,1550
"Grand Crossing","Chicago","IL","Chicago-Naperville-Elgin","Cook",241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,1050,1050,1044,1050,1050,1047,1044,1050,1099,1050,1044,1034.5,1050,1050,1050,1094,1062.5,1062.5,1050,1050
"Winter Hill","Somerville","MA","Boston-Cambridge-Newton","Middlesex",242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1550,1680,1825,1900,1875,1900,1895,1800,1850,1850,1850,1837.5,1875,1900,1975,2000,1950,2000,2000,1875,1850,2075,2200,2300,2200,2250,2200,2100,2050,2300,2000,2100,2300,2175,2150,2200,2350,2300,2200,2500,2275,2100,2000,2200,2100,2150,2300,2550,2600,2675,2550,2500,2400,2400,2225,2250,2400,2472.5,2600,2700,2700,2767.5,2725,2700
"Downtown","New York","NY","New York-Newark-Jersey City","Kings",243,,,,,,,,,,,,,,,,,2522.5,2522.5,2500,2625,2790,2930,2930,2905,2875,2875,2900,2948.5,2950,2882,2900,2900,2900,3100,2982,2880,2857,2980,3053.5,3045,3050,3100,3000,2970,2950,2960,2990,2900,2895,2930,2990,2900,3050,3120,3226,3200,3240,3245,3252,3400,3240,3330,3200,3250,3266.5,3250,3235,3199.5,3075,3088.5,3200,3230.5,3116,3200,3100,3367,3250,3176,3500,3345,3150,3100,3220,3254,3200.5,3203,3118,3224.5,3240,3237.5,3250,3182.5,3277.5,3345,3342,3450,3486,3450,3402,3392.5,3379.5,3350
"Red Hook","New York","NY","New York-Newark-Jersey City","Kings",244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2550,2900,2699,2700,2649.5,2750,2825,2500,2500,2800,2800,2500,2472,2799,2750,2800,2775,2400,2600,2600
"West End","Malden","MA","Boston-Cambridge-Newton","Middlesex",245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1700,1550,1550,1600,1655,1678.5,1750,1762.5,1750,1800,1800,1800,1650,1650,1650,1625,1650,1650,1650,1650
"Washington Park","Chicago","IL","Chicago-Naperville-Elgin","Cook",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1250,1200,1207,1207,1203,1207,1206.5,1200,1203.5,1275,1250,1275,1253,1251.5,1251.5,1253,1253,1264,1250,1200
"North-East Coconut Grove","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade",247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2747.5,2725,2500,2500,2695,2625,2625,2500,2499.5,2400,2650,2845,2890,2945,2600
"Pilsen","Chicago","IL","Chicago-Naperville-Elgin","Cook",248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575,1595,1600,1500,1550,1550,1487.5,1500,1450,1450,1450,1450,1542.5
"Roscoe Village","Chicago","IL","Chicago-Naperville-Elgin","Cook",249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872.5,1850,1795,1750,1842.5,1900,1850,1800,1780,1700,1795,1897.5,1840,1920,1782.5,1900,1800,1950,1900,1995,1995,1995
"Chinatown","New York","NY","New York-Newark-Jersey City","New York",250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2695,2700,2647.5,2875,2700,2847.5,2950,2950,2850,2725,2600,2658,2635,2635,2600,2672.5,2800,2950,2720,2795.5,2637.5
"North End","Boston","MA","Boston-Cambridge-Newton","Suffolk",251,,,,,,,,,,,,,,,,,,,,,2400,2272.5,2387.5,2400,2400,2425,2400,2147.5,2400,2400,2450,2600,2400,2395,2335,2550,2600,2600,2500,2550,2600,2650,2600,2600,2500,2500,2600,2650,2700,2500,2500,2600,2590,2500,2500,2500,2500,2550,2550,2597.5,2600,2595,2595,2595,2550,2500,2400,2400,2500,2500,2500,2535,2500,2500,2562.5,2500,2425,2600,2500,2547.5,2500,2500,2500,2700,2700,2700,2650,2725,2750,2650,2615,2600,2600,2550,2550,2700,2750,2750,2650,2600,2700,2774.5
"SoHo","New York","NY","New York-Newark-Jersey City","New York",252,,,,,,,,,,,,2398,2400,2500,2772.5,2800,2790,2772.5,2795,2795,2841,2695,2725,2845,2967,3072.5,3115.5,3140.5,3200,2950,2995,2900,2995,2897,2850,2885,2825,2950,2995,3100,3195,3150,3200,3200,3200,3245,3295,3300,3300,3350,3395,3377.5,3428,3369,3595,3400,3400,3425,3425,3700,3650,3800,3600,3750,3595,3637.5,3847.5,3700,3595,3597.5,3350,3572.5,3625,3593,3550,3497.5,3300,3095,3595,3545,3475,3400,3400,3400,3725,3772.5,3897.5,4197,3997,3700,3750,3700,3500,3592.5,3883.5,3700,3800,3800,3700,3998,4200,3997.5
"Nonantum","Newton","MA","Boston-Cambridge-Newton","Middlesex",253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2200,2175,2250,2290,2200,2200,1975,1900,2000,2100,2100,2185,2000,2000,2300,2150,2095,2100,2200,2200,2300,2300,2400,2250,2262.5,2500,2400,2400,2400,2400,2400,2300,2500,2400,2474.5,2200,2450,2325,2350,2100,2200,2300,2299,2100,2250,2400,2499.5,2400,2500,2500,2500,2500,2450,2300,2300,2300,2300,2150,2300,2550,2500,2500,2400,2400
"Wrightwood Neighbors","Chicago","IL","Chicago-Naperville-Elgin","Cook",254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2100,2000,2275,2500,2595,2450,2199,2000,1995,2197.5,2200,2397.5,2350,2400,2395,2375,2225,2075,2225
"Murray Hill","New York","NY","New York-Newark-Jersey City","New York",255,,,,,,,,,,,,,,,,,,,2774.5,2900,2818,2900,2900,2850,2850,2925,2900,3000,2995,3000,3000,3000,3000,3000,3100,3074.5,3000,3100,3100,3150,3200,3100,3100,3000,3000,3140,3195,3195,3195,3200,3150,3200,3125,3212.5,3300,3400,3350,3300,3400,3450,3397.5,3500,3600,3595,3697.5,3600,3425,3300,3275,3200,3282.5,3200,3295,3350,3450,3300,3300,3350,3300,3300,3300,3295,3200,3400,3450,3400,3400,3500,3495,3497.5,3500,3495,3400,3350,3300,3450,3450,3300,3400,3450,3495,3450
